canvas 410 220 145 50
shape disk1 rectangle
motion	disk1	1	190	180	20	30	0	49	90		disk1	25	190	180	20	30	0	49	90
motion	disk1	25	190	180	20	30	0	49	90		disk1	35	190	50	20	30	0	49	90
motion	disk1	35	190	50	20	30	0	49	90		disk1	36	190	50	20	30	0	49	90
motion	disk1	36	190	50	20	30	0	49	90		disk1	46	490	50	20	30	0	49	90
motion	disk1	46	490	50	20	30	0	49	90		disk1	47	490	50	20	30	0	49	90
motion	disk1	47	490	50	20	30	0	49	90		disk1	57	490	240	20	30	0	49	90
motion	disk1	57	490	240	20	30	0	49	90		disk1	89	490	240	20	30	0	49	90
motion	disk1	89	490	240	20	30	0	49	90		disk1	99	490	50	20	30	0	49	90
motion	disk1	99	490	50	20	30	0	49	90		disk1	100	490	50	20	30	0	49	90
motion	disk1	100	490	50	20	30	0	49	90		disk1	110	340	50	20	30	0	49	90
motion	disk1	110	340	50	20	30	0	49	90		disk1	111	340	50	20	30	0	49	90
motion	disk1	111	340	50	20	30	0	49	90		disk1	121	340	210	20	30	0	49	90
motion	disk1	121	340	210	20	30	0	49	90		disk1	153	340	210	20	30	0	49	90
motion	disk1	153	340	210	20	30	0	49	90		disk1	163	340	50	20	30	0	49	90
motion	disk1	163	340	50	20	30	0	49	90		disk1	164	340	50	20	30	0	49	90
motion	disk1	164	340	50	20	30	0	49	90		disk1	174	190	50	20	30	0	49	90
motion	disk1	174	190	50	20	30	0	49	90		disk1	175	190	50	20	30	0	49	90
motion	disk1	175	190	50	20	30	0	49	90		disk1	185	190	240	20	30	0	49	90
motion	disk1	185	190	240	20	30	0	49	90		disk1	217	190	240	20	30	0	49	90
motion	disk1	217	190	240	20	30	0	49	90		disk1	227	190	50	20	30	0	49	90
motion	disk1	227	190	50	20	30	0	49	90		disk1	228	190	50	20	30	0	49	90
motion	disk1	228	190	50	20	30	0	49	90		disk1	238	490	50	20	30	0	49	90
motion	disk1	238	490	50	20	30	0	49	90		disk1	239	490	50	20	30	0	49	90
motion	disk1	239	490	50	20	30	0	49	90		disk1	249	490	180	20	30	0	49	90
motion	disk1	249	490	180	20	30	0	49	90		disk1	257	490	180	20	30	0	255	0
motion	disk1	257	490	180	20	30	0	255	0		disk1	302	490	180	20	30	0	255	0

shape disk2 rectangle
motion	disk2	1	167	210	65	30	6	247	41		disk2	57	167	210	65	30	6	247	41
motion	disk2	57	167	210	65	30	6	247	41		disk2	67	167	50	65	30	6	247	41
motion	disk2	67	167	50	65	30	6	247	41		disk2	68	167	50	65	30	6	247	41
motion	disk2	68	167	50	65	30	6	247	41		disk2	78	317	50	65	30	6	247	41
motion	disk2	78	317	50	65	30	6	247	41		disk2	79	317	50	65	30	6	247	41
motion	disk2	79	317	50	65	30	6	247	41		disk2	89	317	240	65	30	6	247	41
motion	disk2	89	317	240	65	30	6	247	41		disk2	185	317	240	65	30	6	247	41
motion	disk2	185	317	240	65	30	6	247	41		disk2	195	317	50	65	30	6	247	41
motion	disk2	195	317	50	65	30	6	247	41		disk2	196	317	50	65	30	6	247	41
motion	disk2	196	317	50	65	30	6	247	41		disk2	206	467	50	65	30	6	247	41
motion	disk2	206	467	50	65	30	6	247	41		disk2	207	467	50	65	30	6	247	41
motion	disk2	207	467	50	65	30	6	247	41		disk2	217	467	210	65	30	6	247	41
motion	disk2	217	467	210	65	30	6	247	41		disk2	225	467	210	65	30	0	255	0
motion	disk2	225	467	210	65	30	0	255	0		disk2	302	467	210	65	30	0	255	0

shape disk3 rectangle
motion	disk3	1	145	240	110	30	11	45	175		disk3	121	145	240	110	30	11	45	175
motion	disk3	121	145	240	110	30	11	45	175		disk3	131	145	50	110	30	11	45	175
motion	disk3	131	145	50	110	30	11	45	175		disk3	132	145	50	110	30	11	45	175
motion	disk3	132	145	50	110	30	11	45	175		disk3	142	445	50	110	30	11	45	175
motion	disk3	142	445	50	110	30	11	45	175		disk3	143	445	50	110	30	11	45	175
motion	disk3	143	445	50	110	30	11	45	175		disk3	153	445	240	110	30	11	45	175
motion	disk3	153	445	240	110	30	11	45	175		disk3	161	445	240	110	30	0	255	0
motion	disk3	161	445	240	110	30	0	255	0		disk3	302	445	240	110	30	0	255	0
